Sl No,Stock,Market Cap,ROE Ann  %,Industry ROE,Industry ROCE,Industry ROA,Industry PBV TTM,Industry PEG TTM,Industry PE TTM,Industry Score,Industry Market Cap ,Sector Market Cap ,Sector Score,Sector PE TTM,Sector PEG TTM,Sector PBV TTM,Sector ROE,Sector ROCE,Sector ROA,ROCE Ann  %,ROCE Ann  3Y Avg %,ROCE Ann  5Y Avg %,ROCE Ann  1Y Ago %,LT Debt To Equity Ann ,LT Debt To Equity Ann  1Y Ago,Total Debt to Total Equity Ann ,Interest Ann ,Interest Ann  1Y Ago,Interest Ann  2Y Ago,Interest Ann  3Y Ago,Interest Ann  4Y Ago,Interest Ann  5Y Ago,Interest TTM,Interest Coverage Ratio Ann ,Interest Coverage Ratio Ann  1Y Ago,Interest Coverage Post Tax Ann  %,FC Est  1Q fwd Interest Expense Qtr,NSE Code,BSE Code,ISIN,Gross NPA ratio Qtr %,Gross NPA ratio 4Q Ago %,Gross NPA ratio 8Q Ago %,Gross NPA Ratio Qtr 1Q ago %,Gross NPA ratio % Qtr QoQ change,Rev  Gross From Operations Ann ,Rev  Net From Operations Ann ,Capital Adequacy Ratios Ann  %,Profit From Continuing Operations Ann ,Working Capital Turnover Ann ,Operating Rev  growth TTM %,ROE Ann  %,ROE Ann  1Y Ago %,ROE Ann  2Y Ago %,ROE Ann  3Y Ago %,ROE Ann  4Yr Ago %,ROE Ann  5Y Ago %,ROCE Ann  %,ROCE Ann  1Y Ago %,RoA Ann  %,RoA Ann  1Y Ago %,RoA Ann  2Y Ago %,RoA Ann  3Y Ago %,RoA Ann  4Yr Ago %,RoA Ann  5Y Ago %,EPS TTM Growth %,Interest Coverage Ratio Ann ,OPM Ann  %,NPM Ann  %,Net Profit Per Share Ann ,Interest Coverage Post Tax Ann  %,Cash Flow Return on Assets Ann ,Cash Flow Return on Assets Ann  1Y ago,Current Ratio Ann ,Book Value Inc Reval Reserve Ann ,Promoter holding latest %,Promoter holding change QoQ %,Promoter holding change 1Y %,Promoter holding change 2Y %,Promoter holding pledge percentage % Qtr,Promoter pledge change QoQ %,Basic EPS TTM 1Y Ago,Basic EPS TTM,Basic EPS Qtr,Basic EPS 1Q Ago,Basic EPS 2Q Ago,Basic EPS 3Q Ago,Basic EPS 4Q Ago,Basic EPS Ann  5Y Ago,Basic EPS Ann  4Y Ago,Basic EPS Ann  3Y Ago,Basic EPS Ann  2Y Ago,Basic EPS Ann  1Y Ago,Basic EPS Ann ,EPS Ann ,Cash EPS Ann ,Cash EPS Ann  1Y Ago,Cash EPS 1Y Growth %,Cash EPS 3Y Growth %,Cash EPS 5Y Growth %,EPS TTM Growth %,EPS Qtr YoY Growth %,Basic EPS QoQ Growth %,Cash EPS Ann  3Y ago,Cash EPS Ann  5Y ago,FC Est  1Q fwd EPS Qtr,FC Est  1Q fwd Cash EPS Qtr,Price To Sales Ann ,Market Cap Per Sales Ann ,EV Per Net Sales Ann ,Graham Ratio,Price to Cashflow from Operations,Price to Sales TTM,Operating Profit 6Qtr Ago,Operating Profit 7Qtr Ago,Operating Profit Qtr,Operating Profit 1Q Ago,Operating Profit 2Q Ago,Operating Profit 3Q Ago,Operating Profit 4Q Ago,Operating Profit Ann  3Y Ago,Operating Profit Ann  4Y ago,Operating Profit Ann  5Y Ago,Operating Profit Ann ,Operating Profit Ann  1Y Ago,Operating Profit Ann  2Y ago,Operating Profit Margin Qtr %,OPM 1Q ago %,OPM Qtr 4Qtr ago %,Net Profit Qtr,Net Profit 1Q Ago,Net Profit 2Q Ago,Net Profit 3Q Ago,Net Profit 4Q Ago,Net Profit 5Q Ago,Net Profit 6Q Ago,Net Profit 7Q Ago,Net Profit 8Q Ago,Reported PAT Qtr,Net Profit Ann ,Net Profit Ann  1Y Ago,Net Profit Ann  2Y ago,Net Profit Ann  3Y Ago,Net Profit Ann  4Y Ago,Net Profit Ann  5Y Ago,Operating Profit Growth Qtr YoY %,Operating Profit TTM 1Y Ago,Operating Profit TTM,Profit Before Tax Qtr,PBT 1Q Ago,PBT 4Q Ago,PBT Ann ,PBT Ann  1Y Ago,Total Profit Loss Ann ,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,NPM 4Q ago %,NPM 1Q ago %,NPM Qtr %,NPM Ann  1Y ago %,NPM TTM %,Net Profit TTM 5Q Ago,Net Profit TTM 4Q Ago,Net Profit TTM 3Q Ago,OPM Qtr 4Qtr ago %,OPM 1Q ago %,Operating Profit Margin Qtr %,OPM Qtr YoY Chg %,OPM Ann  %,OPM Ann  1Y ago %,OPM TTM %,PEG TTM,EBITDA Qtr,EBITDA 1Q Ago,EBITDA 2Q Ago,EBITDA 3Q Ago,EBITDA 4Q Ago,EBITDA Ann  1Y Ago,EBITDA Ann ,EBITDA TTM,EBITDA Ann  margin %,EBITDA Qtr YoY Growth %,EBITDA Qtr growth YoY %,EBITDA Ann  Margin %,EBIT Ann  Margin %,EV Per EBITDA Ann ,FC Est  1Q forward EBIT Qtr,FC Est  1Q fwd EBITDA Qtr,Altman Zscore,Tobin Q Ratio,Piotroski Score,Graham No ,Valuation Score,Prev Month TL Valuation Score,Durability Score,Prev Month TL Durability Score,Prev Week TL Durability Score,Prev Week TL Valuation Score,Momentum Score,Norm  Momentum Score,Prev Week TL Momentum Score,Prev Month TL Momentum Score,SWOT Strengths,SWOT Weakness,SWOT Threats,SWOT Opportunities,TL Checklist Positive Score,TL Checklist Negative Score
78,Power Finance,118358.15,19.52,16.02,56.19,1.87,1.86,1.29,13.55,47.67,457472.38,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,65.86,66.13,44.33,67.44,0,0,8.25,64669.98,57962.2,47016.78,44708.78,44683.52,40844.65,67662.38,1.6,1.58,1.47,8273.5,PFC,532810,INE134E01011,0,0,0,0,0,105717.48,105717.48,,30514.65,0.72,15.63,19.52,19.53,18.88,19.55,19.33,14.41,65.86,67.44,1.95,1.9,1.77,1.77,1.51,1.02,16.78,1.6,,21.57,92.46,1.47,-0.08,-0.09,1.14,356.77,55.99,0,0,0,0,0,64.23,75.01,17.4,20.81,19.14,17.66,16.07,26.98,44.5,53.08,60.19,59.88,69.67,69.67,92.63,80.34,15.3,29.91,157.98,16.78,8.28,-16.39,71.31,35.91,14.4,,1.28,1.28,10.67,0.45,-1.28,1.04,24729.39,22780.8,27375.93,28327.34,27133.93,26367.24,25354.37,68064.91,64548.9,54854.4,103260.99,91525.75,73507.75,94.76,99.26,98.57,5743.25,6866.26,6316.45,5828.79,5302.43,5543.14,5624.36,4727.4,4833.08,7834.39,22990.81,19761.16,15889.33,14014.79,11747.83,7122.13,7.97,97270.02,109204.44,10057.36,11198.99,9367.86,38632.41,33588.3,,-3.81,96.87,100.38,20.61,24.06,19.88,21.67,21.81,20727.98,21197.33,22298.72,98.57,99.26,94.76,-3.81,,100.38,96.22,0.28,27386.91,28417.22,27154.35,26391.04,25387.31,91603.9,103358.07,109349.52,96.96,7.88,7.88,97.04,96.99,10.99,5508.02,4986.9,0.64,1.01,6,805.88,50,50.83,60,60,60,50,39.63,44.53,46.87,38.77,14,8,1,2,11,12
79,Indian Bank,118054.66,15.74,14.62,6.84,1.5,2.27,2.13,15.5,56.7,5609537.17,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,6.58,6.25,5.97,6.39,0.58,0.43,0.58,36826.25,32340.76,24717.29,22129.25,23438.8,13797.51,39633.76,1.52,1.52,,,INDIANB,532814,INE562A01011,2.23,3.26,4.47,2.6,-0.37,,,17.94,,0.12,8.32,15.74,15.51,12.83,10.63,9.34,4.35,6.58,6.39,1.28,1.05,0.78,0.61,0.5,0.27,8.86,1.52,1.59,15.63,81.63,,0.02,-0.01,,530.92,73.84,0,0,0,0,0,78.51,85.47,23.36,23.07,16.9,22.14,21.6,16.38,27.88,33.99,44.74,66.03,83.61,83.61,85.66,64.3,33.23,133.38,386.44,8.86,8.15,1.26,36.7,17.61,,,1.18,,13.21,0.87,6.79,1.79,4524.04,4328.98,5056.49,4861.5,4792.38,5024.12,4780.26,12785.36,11420.46,6496.57,19101.48,16938.12,15347.61,29.57,29.24,30.31,3146.88,3107.97,2276.37,2981.64,2909.73,2799.7,2570.4,2295.61,2205.63,3086.16,11261.47,8419.41,5572.31,4118.62,3149.15,861.34,5.78,18406.34,19734.49,4199.38,4122.99,3720.65,10994.87,8129.15,13179.89,-0.75,26.51,26.37,18.45,18.69,18.4,13.11,17.48,9871.34,10575.44,11261.47,30.31,29.24,29.57,-0.75,1.59,26.37,29.96,1.16,14402.28,14162.7,13258.86,13696.87,13065.83,17469.26,19644.42,55520.71,27.26,10.23,10.23,,,,5210,,1.23,1.65,6,1010.46,54.17,58.17,70,75,75,56,69.22,77.78,67.34,50.49,32,4,2,2,16,9
80,Solar Industries,114542.37,27.57,21.56,24.79,11.72,18.02,4.16,33.36,54.02,183035.2,2678725.38,50.78,49.83,3.47,12.05,20.49,24.18,10.59,30.08,31.69,28.52,29.98,0.09,0.18,0.21,116.5,109.37,90.38,109.25,45.39,55.04,117.61,17.44,12.93,12.01,,SOLARINDS,532725,INE343H01029,0,0,0,0,0,7360.06,7360.06,,1282.38,3.78,29.86,27.57,25.28,29,23.05,17.49,19.37,30.08,29.98,14.63,14.57,15.03,11.84,9.12,10.56,30.68,17.44,,15.89,141.7,12.01,0.3,0.25,1.95,484.68,73.15,0,0,0,1.52,0,111.69,145.96,38.12,37.43,35.61,34.8,31.59,29.55,30.54,48.77,83.68,92.38,133.65,133.65,161.75,112.51,43.76,40.91,303.05,30.68,20.67,1.84,114.79,40.13,44.65,,13.49,13.49,13.54,9.29,46.42,13.67,353.7,356.24,552.79,534.84,539.67,526.54,444.77,1280.4,514.6,434.32,1960.36,1369.21,1288.92,26.55,24.82,25.92,344.97,338.7,322.23,314.87,285.88,286.46,235.05,203.33,200.14,362.39,1209.44,835.93,757.19,441.28,276.35,267.43,24.29,1604.09,2153.84,490.46,480.7,401.87,1733.19,1160.93,,0.63,25.76,22.39,16.66,15.72,16.57,13.67,15.77,924.98,1010.72,1122.26,25.92,24.82,26.55,0.63,,22.39,25.71,2.83,581.97,564.1,546.22,536.08,475.22,1413.68,2031.19,2228.37,26.69,22.46,22.46,26.93,24.53,50.27,608.54,662.76,20.14,26.12,8,1362.52,26.33,27,80,80,80,26.33,46.89,52.69,48.97,39.37,17,11,1,6,16,7
81,Samvardhana Motherson,114410.16,10.9,14.61,18.66,7.61,5.87,4.05,40.27,50.43,846516.37,3452377.03,48.5,34.37,2.94,7.15,18.59,20.67,9.43,13.02,11.93,9.56,13.07,0.23,0.38,0.42,1882.4,1811.2,780.9,542.6,511.5,592.8,1703.33,5.9,5.23,2.92,370,MOTHERSON,517334,INE775A01035,0,0,0,0,0,112540.9,112540.9,,3618.2,92.22,7.25,10.9,10.38,6.66,4.24,8.27,10.39,13.02,13.07,4.09,3.19,2.41,1.55,2.16,2.57,-13.72,5.9,,3.33,5.14,2.92,0.07,0.09,1.03,49.57,48.6,0.02,-9.53,-16.18,2.9,0,3.59,3.1,0.78,0.48,1.49,1.25,1.29,3.71,3.29,2.5,2.21,4.01,5.5,5.5,11.53,9.73,18.5,26.31,-8.01,-13.72,-39.53,62.5,9.13,12.53,1.01,,0.81,0.81,0.9,2.19,18.2,0.97,2934.57,2369.6,2610.72,2261.55,2642.86,2685.8,2447.94,4461.4,4358.9,4654,10551.9,9286.6,6207.7,8.65,7.49,8.8,827,511.84,1050.5,878.63,879.74,994.17,1371.82,541.96,201.55,700,3803,2716.2,1495.6,873.8,1039.2,1170.1,6.65,10527.42,10200.93,1091.38,747.57,1058.18,4733.8,3602.6,,-0.15,9.24,9.39,3.16,1.69,2.74,2.75,2.78,3109.5,3787.69,4124.36,8.8,7.49,8.65,-0.15,,9.39,8.69,-2.55,2695.78,2205.54,2759.25,2797,2707.18,9474.2,11109.6,10457.57,9.73,-0.42,-0.42,9.77,5.82,9.25,1514.7,2786.5,2.88,3.28,6,49.51,42.5,41.67,60,50,50,41.83,51.03,57.34,49.96,60.31,15,7,2,7,11,12
82,Tata Consumer ,114144.73,6.39,7.42,8.91,4.44,5.52,4.17,78.11,54.72,131297.19,1094942.25,51.72,27.62,1.64,7.98,27.24,25.08,20.3,7.92,8.96,8.78,9.86,0.01,0.01,0.09,290.2,129.81,87.16,72.78,68.69,77.86,164.9,9.21,19.49,5.77,34.5,TATACONSUM,500800,INE192A01025,0,0,0,0,0,17508.41,17508.41,,1380.31,5.69,15.34,6.39,7.16,7.4,6.18,5.9,3.33,7.92,9.86,3.99,4.1,5.27,4.43,4.22,2.48,18.44,9.21,,7.18,13.95,5.77,0.06,0.07,1.54,202.13,33.84,0,0,-0.58,0,0,11.62,13.77,4.09,3.38,3.49,2.82,3.78,4.99,9.3,10.15,13.02,12.32,13.06,13.06,20.02,17.61,13.67,35.97,137.5,18.44,8.2,21.01,14.72,8.43,4.12,,5.63,5.63,5.65,4.57,55.5,6.07,629.6,572.38,671.78,606.94,620.95,564.73,626.29,1718.78,1543.76,1292.15,2479.35,2284.1,1856.47,13.53,12.7,14.86,404.46,334.15,344.85,278.88,364.42,290.32,216.63,278.87,338.24,397.05,1278.47,1150.33,1203.77,935.78,856.69,459.76,7.26,2495.65,2464.4,523.28,465.42,397.07,1776.55,1695.72,,-1.33,13.92,14.78,8.65,6.99,8.14,7.44,7.25,1124.06,1150.24,1150.25,14.86,12.7,13.53,-1.33,,14.78,13.11,4.54,709.79,648.11,722.78,616.33,645.09,2529.72,2672.6,2697.01,15,10.03,10.03,15.16,11.75,37.25,544.7,709.7,6.73,5.71,5,252.18,28.17,28.17,65,65,65,27.83,47.31,53.16,57.31,64.34,15,11,1,5,13,10
83,Ashok Leyland,113353.65,25.39,20.04,16.95,6.54,10.65,2.17,34.05,33.11,392020.22,3452377.03,48.5,34.37,2.94,7.15,18.59,20.67,9.43,15.37,15.39,12.18,17.46,2.97,2.96,4.06,3930.21,2982.25,2093.5,1869.05,1900.64,1801.65,4328.01,2.43,2.71,1.85,40,ASHOKLEY,500477,INE208A01029,0,0,0,0,0,48341.76,48341.76,,3351.21,6.36,9.53,25.39,27.58,14.5,-4.9,-2.1,4.32,15.37,17.46,3.8,3.67,2.26,-0.82,-0.39,0.88,23.99,2.43,,6.35,11.41,1.85,0,-0.09,1.29,41.66,51.51,0,-0.01,-0.02,41.15,0,4.47,5.55,1.29,1.04,3.85,2.59,2.4,1.15,-0.56,-1.22,4.23,8.46,10.58,10.56,15.11,12.28,23.02,674.26,267.59,23.99,-46.25,24.04,1.95,4.11,2.35,,1.24,1.24,2.18,3.73,882.34,2.22,2602.52,1961.28,2441.2,2173.14,2990.92,2336.29,2039.77,2765.24,2462.44,3233.35,9207.75,7942.87,5092.9,19.41,18.56,18.3,755.77,611.07,1130.09,761.92,705.64,509.15,853.41,560.21,526.01,811.66,3106.8,2483.52,1240.81,-358.61,-165.23,336.67,19.68,8472.03,9941.55,1115.97,886.67,1066.72,4564.75,4089.69,,1.11,18.83,17.29,6.33,5.22,6.01,5.41,6.39,2448.78,2628.41,2830.12,18.3,18.56,19.41,1.11,,17.29,19.5,1.45,2536.09,2271.8,3001.66,2403.62,2273.05,8083.45,9566.21,10213.17,19.57,11.57,11.57,19.7,17.47,11.08,1282.13,1462.67,2.15,9.27,5,51.71,32.83,34.83,45,40,40,33.83,64.22,72.17,61.7,69.5,29,11,1,7,11,12
84,Tata Power Company,110319.1,11.07,16.69,13.07,6.02,2.93,2.79,21.54,52.84,1328401.82,2244223.46,45.39,21.1,3.32,4.64,14.66,12.29,5.71,10.18,8.69,8.02,9.03,1.23,1.16,1.62,4702.44,4633.22,4371.65,3859.02,4010.39,4493.73,4980.98,3.28,2.72,2.08,1304.5,TATAPOWER,500400,INE245A01021,0,0,0,0,0,63618.07,63618.07,,3982.04,-7.92,4.06,11.07,11.42,11.58,7.75,5.41,5.63,10.18,9.03,2.53,2.64,2.59,1.54,1.14,1.13,8.2,3.28,,5.93,12.46,2.08,0.08,0.09,0.81,112.16,46.86,0,0,0,0,0,11.72,12.68,2.88,3.31,3.26,3.22,2.9,3.12,3.17,5.36,10.43,11.56,12.42,12.41,25.34,21.56,17.56,142.85,128.71,8.2,-0.69,-12.99,10.44,11.08,3.24,,1.83,1.83,2.64,1.88,8.7,1.67,2331.83,2417.42,3301.95,4139.01,3245.6,3352.6,3745,7511.17,6927.68,7942.82,13929.87,10783.83,7706.32,21.24,22.95,23.86,919.44,1059.86,1042.83,1030.7,926.53,970.91,895.21,953.01,875.53,1116.31,3971,3696.25,3336.44,1741.46,1127.38,1017.38,-11.83,12080.91,14039.16,1550.82,1489.83,1537.79,5526.29,4554.45,,-2.62,20.79,17.04,5.9,5.88,5.91,5.84,6.13,3694.66,3745.66,3823.35,23.86,22.95,21.24,-2.62,,17.04,21.25,3.32,4031.52,3929.96,3846.53,3481.4,3667.58,12607.25,15443.8,15289.41,23.05,9.92,9.92,23.58,17.29,11.21,1022.08,3263.76,1.26,3.08,5,183.46,46.33,45.67,65,65,65,45.67,32.38,36.39,32.12,48.26,9,14,2,5,10,13
85,BSE,109061.91,29.97,28.69,35.55,12.51,14.5,1.39,26.93,43.34,497543.51,10674203.52,50.11,21.15,2.32,6.51,17.36,17.95,4.49,30.65,16.78,12.59,12.03,0,0,0,0.03,15.05,27.48,22.15,10.3,2.37,0,62289.67,41.7,44150,,BSE,,INE118H01025,0,0,0,0,0,3212.04,3212.04,,1234.47,1.19,59.7,29.97,23.57,8.16,9.58,5.81,5.04,30.65,12.03,12.82,8.23,3.68,4.11,3.13,2.73,119.09,62289.67,,40.97,91.59,44150,0.04,0.3,1.59,326.84,0,0,0,0,0,0,20.36,44.61,13.56,13.09,36,16,25.25,24.57,30.94,18.51,16.06,56.66,96.55,96.55,99.94,58.76,70.09,490.17,210.16,119.09,-46.3,3.59,16.93,32.22,14.43,,23.09,23.09,21.52,7.49,263.33,27.82,152.44,146.44,756.56,704.99,554.54,493.9,455.98,213.14,38.84,-49.28,1844.42,602.17,306.75,66.71,67.95,56.07,558.43,539.41,494.42,219.67,346.75,265.05,107.04,108.19,120.5,537,1325.89,778.39,220.67,254.33,144.9,122.27,65.92,1101.75,2509.99,718.94,685.11,432.33,1665.68,923.7,,10.65,56.99,37.22,42.63,51.99,49.24,48.11,46.22,600.78,827.03,938.51,56.07,67.95,66.71,10.65,,37.22,64.03,0.51,751.4,723.94,673.94,298.41,461.47,627.57,1868.69,2447.69,57.74,62.83,62.83,58.17,54.66,37,788.3,793.94,12.74,24.65,7,358.36,28.33,29,75,70,70,28.5,54.94,61.74,64.97,46.17,22,9,0,5,15,7
86,Indus Towers,108995.7,30.56,34.22,22.18,11.26,8.75,0.94,28.23,63.61,236696.65,1516466.09,60.33,29.61,0.28,9.56,24.86,16.01,7.31,28.12,19.91,20.12,19.37,0,0.06,0.07,1857.9,735.4,1453.9,1603.3,836.4,335,1622.6,11.53,20.29,6.35,427.05,INDUSTOWER,534816,INE121J01017,0,0,0,0,0,30122.8,30122.8,,9931.7,9.83,7.8,30.56,22.32,9.66,28.77,23.8,24.35,28.12,19.37,15.72,10.8,4.38,13.28,8.4,16.69,24.07,11.53,,32.16,37.65,6.35,0.31,0.21,1.32,123.19,51.03,0,1.03,-17.97,0,0,28.59,35.47,6.97,6.59,6.75,15.18,8.3,17.84,17.52,23.65,7.57,22.4,37.31,37.31,61.92,44.88,37.94,42.63,257.91,24.07,-16.02,5.77,43.41,17.3,6.57,,2.93,2.93,2.94,1.25,5.55,3.46,4071.6,4086.8,4572.1,4349.5,4395.2,6958.1,4863.8,14900.7,7179.3,3557.8,20650,14556.6,9668.6,55.84,53.98,65.15,1839.3,1736.8,1779.1,4003.2,2223.5,1925.9,1853.1,1540.5,1294.7,1839.3,9931.7,6036.2,2040,6373.1,3779,3298.7,-6,17526.3,20274.9,2478.4,2333.8,2980.1,13153.7,8122.4,,-9.31,66.86,50.26,29.78,21.55,22.46,20.84,29.69,6614.2,7543,10005.7,65.15,53.98,55.84,-9.31,,50.26,64.32,0.48,4741.6,4512.8,4486.9,7041.9,4977.7,14917.7,21413.7,20783.2,69.33,-4.74,-4.74,71.08,49.83,4.13,2670.55,4451.74,3.78,3.35,8,330.49,52.83,54,85,90,90,52.83,56.5,63.49,56.38,64.41,27,4,0,5,17,6
87,Cummins,108950.69,26.44,22.82,28.12,13.25,15.42,3.03,53.97,50.14,368116.9,2678725.38,50.78,49.83,3.47,12.05,20.49,24.18,10.59,29.6,27.27,23.08,28.76,0,0,0,15.85,27.4,16.24,12.16,16.76,21.02,13.51,159.43,78.38,110.35,5.4,CUMMINSIND,500480,INE298A01020,0,0,0,0,0,10219.24,10219.24,,1733.17,2.28,20.23,26.44,26.02,21.32,18.14,13.65,16.02,29.6,28.76,19.66,19.18,15.5,13.12,10.66,11.38,18.78,159.43,,18.45,62.52,110.35,0.17,0.14,3.1,272.78,51,0,0,0,0,0,70.28,83.48,22.45,21.79,19.1,20.15,16.21,25.45,22.91,33.68,44.31,62.07,72.15,72.15,69.2,58.97,17.35,96.1,172.5,18.78,38.49,3.03,35.29,25.39,21.76,,8.14,8.14,7.9,5.37,64.66,9.36,538.51,542.51,694.79,623.5,525.23,597.57,483.94,888.06,582.05,589.18,2080.04,1769.66,1247.74,21.92,21.45,19.29,622.33,603.9,529.5,558.46,449.37,462.61,537.34,498.91,329.09,564.13,1999.94,1720.58,1228.15,933.74,635.03,705.61,43.57,2038.26,2441.09,765.83,719.39,541.71,2326.04,1959.45,,2.62,19.19,18.87,17.91,20.78,19.63,18.35,19.88,1827.95,1948.23,2007.78,19.29,21.45,21.92,2.62,,18.87,20.97,2.51,817.56,769.97,651.72,708.96,589.25,2147.73,2526.96,2948.21,23.32,38.75,38.75,24.31,22.53,32.46,595.42,648.15,27.86,14.41,7,731.43,27.83,26.83,65,65,65,27.67,48.06,54.01,47.49,61.98,21,4,2,3,14,9
88,Jindal Steel,108496.57,5.95,6.51,10.67,3.21,2.89,2.42,31.98,58.25,949274.53,2496749.88,59.57,24.25,5.93,6.2,24.76,23.36,10.3,9.94,11.83,16.02,12.01,0.3,0.23,0.38,1312.08,1294.23,1445.89,1887.71,3093.33,4149.34,1322.27,7.36,8,4.11,370,JINDALSTEL,532286,INE749A01030,0,0,0,0,0,57142.23,49030.66,,2854.75,48.46,-2.21,5.95,13.4,8.19,16.14,11.42,-0.33,9.94,12.01,3.27,7.54,4.57,7.5,4.66,-0.12,-45.84,7.36,,5.63,28.21,4.11,0.13,0.08,1.06,466.35,62.69,0.32,1.5,1.49,10.87,-0.32,49.65,26.89,6.28,14.73,-3.35,9.39,8.49,-1.08,35.63,56.4,31.54,59.15,27.83,27.83,55.57,87.44,-36.45,-36.63,63.46,-45.84,-26.03,-57.37,87.69,34,5.38,,1.85,1.85,2.13,1.96,10.02,2.22,2444.49,2842.56,2081.12,3005.63,2270.75,2183.86,2200.25,15513.44,14444.25,7853.88,9494.19,10200.75,9934.89,17.81,24.45,19.62,638.23,1493.97,-339.4,950.48,860.9,1340.15,935.37,1928.32,1387.82,635.1,2812.13,5938.42,3173.94,5753.05,3633.56,-109.17,-5.41,10326.62,9541.36,982.27,2017.91,1213.27,4352.62,6241.37,,-1.81,19.01,20.33,7.68,12.15,5.46,11.83,5.61,5591.66,5064.74,4086.9,19.62,24.45,17.81,-1.81,,20.33,19.51,-0.86,2103.06,3036.03,1113.11,2210.24,2235.08,10357.35,9661.7,8462.44,19.35,-5.91,-5.91,19.41,13.85,10.99,961.2,1779.11,2.64,2.3,3,543.21,42.5,43.5,50,35,35,42.67,64.27,72.22,54.99,47.19,18,11,0,6,12,11
89,Hero MotoCorp,107723.93,22.71,22.72,25.41,12.76,10.38,1.83,39.02,55.28,770865.62,3452377.03,48.5,34.37,2.94,7.15,18.59,20.67,9.43,29.47,26.71,24.68,28.51,0,0,0.02,70.65,76.37,104.88,53.1,46.41,46.64,73.39,98.94,81.24,65.22,5.85,HEROMOTOCO,500182,INE158A01026,0,0,0,0,0,40712.49,40712.49,,4536.93,7.04,5.18,22.71,21.15,16.87,14.62,18.92,25.25,29.47,28.51,15.42,14.31,11.74,10.3,12.63,18.49,27.67,98.94,,10.43,226.85,65.22,0.15,0.19,1.8,963.6,34.73,0,-0.01,-0.03,0,0,206.82,264.05,65.41,85.26,58.08,55.38,53.19,182.15,146.04,115.93,140.62,187.04,218.96,218.96,268.08,231.1,16,66.46,19.78,27.67,22.97,-23.28,161.04,223.81,69.46,,1.82,1.82,1.82,2.16,25.07,2.55,1393.57,1384.88,1864.04,1412.9,1440.75,1507.72,1536.09,3444.77,4099.51,4060.92,5945.84,5349.63,4093.77,15.26,14.52,14.65,1308.89,1705.29,1161.33,1107.55,1063.71,1045.89,935.01,1093.41,1006.31,1419.01,4378.48,3744.83,2809.96,2316.88,2917.75,3638.11,21.35,5775.82,6225.41,1874.91,1496.57,1550.33,6094.68,5210.45,,0.6,14.17,13.84,10.15,17.53,10.71,9.69,12.53,4080.62,4138.02,4152.16,14.65,14.52,15.26,0.6,,13.84,14.76,0.74,2104.43,1722.84,1714.94,1814.14,1774.75,6204.17,6989.92,7356.35,16.66,18.58,18.58,17.08,15.06,10.65,1595.13,1798.22,9.78,5.59,6,2497.6,43.33,43.67,70,65,65,43,49.9,56.07,50.37,54.52,15,5,1,5,13,10
90,Vodafone Idea,107584.63,0,23.13,14.76,6.51,9.73,0.15,,59.72,1279769.44,1516466.09,60.33,29.61,0.28,9.56,24.86,16.01,7.31,-1.98,-3.37,-4.09,-4.12,-2.6,-1.95,-2.79,24543.4,25765.5,23354.3,20980.8,17998.1,15392,23088.4,0.78,0.67,-0.12,5959.8,IDEA,532822,INE669E01016,0,0,0,0,0,43455.7,43455.7,,-27385.2,-1.81,3.89,0,0,0,0,0,-1235.44,-1.98,-4.12,-13.83,-16.88,-14.13,-14.55,-21.73,-32.55,8.35,0.78,,-61.41,-3.84,-0.12,0.05,0.11,0.56,-9.85,25.57,0,-11.75,-24.79,0,0,-2.61,-2.39,-0.51,-0.63,-1.01,-0.95,-1.03,-27.26,-15.4,-9.83,-8.43,-6.41,-4.01,-4.01,-0.76,-1.72,55.8,47.76,95.63,8.35,50.49,19.05,-1.45,-17.36,-0.59,,1.12,1.12,5.38,,11.58,2.43,4302.7,4350.4,4685.1,4612.1,4659.7,4712.4,4549.8,16036.1,16945.7,14912.5,18126.6,17126,16817,41.85,41.84,41.62,-5524.2,-6608.1,-7166.1,-6609.3,-7175.9,-6432.1,-7674.6,-6985.9,-8737.9,-5524.2,-27383.4,-31238.4,-29301.1,-28245.4,-44233.1,-73878.1,2.97,17407.6,18669.3,-5527.3,-6611.1,-7167.8,-27369.4,-30404.3,,0.23,40.65,40.05,-65.64,-59.95,-49.35,-73.05,-58.42,-29830.5,-28268.5,-27891.9,41.62,41.84,41.85,0.23,,40.05,42.1,-0.5,4824.6,4753.8,4874.5,4961.9,4849.8,17239.2,19147.2,19414.8,42.94,-0.52,-0.52,43.94,-6.48,12.24,-905.62,4718.81,0.64,-1.53,3,,18.33,17,,30,30,17.67,52.47,58.96,61.56,72.24,12,6,0,10,9,11
